bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Loparex Midco B.V. 1 | Second lien senior secured loan | Non-Affiliated,Loparex Midco B.V. 1,Loparex Midco B.V. 1,Second Lien,,,,1050000.0,20459000.0,21000000.0,,5.0,8.5,,,,False,,,USD,1050000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"MHE Intermediate Holdings, LLC (dba OnPoint Group) | First lien senior secured loan | Non-Affiliated","MHE Intermediate Holdings, LLC (dba OnPoint Group)","MHE Intermediate Holdings, LLC (dba OnPoint Group)",First Lien,,,,105994000.0,109445000.0,109812000.0,,96.52,6.0,,,,False,,,USD,105994000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"MHE Intermediate Holdings, LLC (dba OnPoint Group) 1 | First lien senior secured loan | Non-Affiliated","MHE Intermediate Holdings, LLC (dba OnPoint Group) 1","MHE Intermediate Holdings, LLC (dba OnPoint Group) 1",First Lien,,,,2413000.0,2466000.0,2488000.0,,96.99,6.25,,,,False,,,USD,2413000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Sonny's Enterprises, LLC | First lien senior secured loan | Non-Affiliated","Sonny's Enterprises, LLC","Sonny's Enterprises, LLC",First Lien,,,,267241000.0,268090000.0,269940000.0,,99.0,5.5,,,,False,,,USD,267241000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Sonny's Enterprises, LLC | First lien senior secured delayed draw term loan | Non-Affiliated","Sonny's Enterprises, LLC","Sonny's Enterprises, LLC",First Lien,,,,17476000.0,17347000.0,17476000.0,,100.0,6.5,,,,False,,,USD,17476000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Sonny's Enterprises, LLC | First lien senior secured revolving loan | Non-Affiliated","Sonny's Enterprises, LLC","Sonny's Enterprises, LLC",First Lien,,,,17554000.0,17718000.0,17776000.0,,98.75,5.5,,,,False,,,USD,17554000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Puma Buyer, LLC (dba PANTHERx) | First lien senior secured loan | Non-Affiliated","Puma Buyer, LLC (dba PANTHERx)","Puma Buyer, LLC (dba PANTHERx)",First Lien,,,,1206000.0,1199000.0,1206000.0,,100.0,4.25,,,,False,,,USD,1206000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Senderra RX Acquisition, LLC | First lien senior secured loan | Non-Affiliated","Senderra RX Acquisition, LLC","Senderra RX Acquisition, LLC",First Lien,,,,25546000.0,25558000.0,25847000.0,,98.84,4.75,,,,False,,,USD,25546000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Essential Services Holding Corporation (dba Turnpoint) | First lien senior secured loan | Non-Affiliated,Essential Services Holding Corporation (dba Turnpoint),Essential Services Holding Corporation (dba Turnpoint),First Lien,,,,24447000.0,25038000.0,25334000.0,,96.5,2.88,,,2.75,True,,,USD,24447000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Essential Services Holding Corporation (dba Turnpoint) | First lien senior secured revolving loan | Non-Affiliated,Essential Services Holding Corporation (dba Turnpoint),Essential Services Holding Corporation (dba Turnpoint),First Lien,,,,1252000.0,1339000.0,1360000.0,,92.06,5.25,,,,False,,,USD,1252000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Gerson Lehrman Group, Inc. | First lien senior secured loan | Non-Affiliated","Gerson Lehrman Group, Inc.","Gerson Lehrman Group, Inc.",First Lien,,,,147423000.0,148720000.0,149668000.0,,98.5,5.0,,,,False,,,USD,147423000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Guidehouse Inc. | First lien senior secured loan | Non-Affiliated,Guidehouse Inc.,Guidehouse Inc.,First Lien,,,,46988000.0,48399000.0,49202000.0,,95.5,4.75,,,,False,,,USD,46988000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Paris US Holdco, Inc. (dba Precinmac) | First lien senior secured loan | Non-Affiliated","Paris US Holdco, Inc. (dba Precinmac)","Paris US Holdco, Inc. (dba Precinmac)",First Lien,,,,35721000.0,35282000.0,35721000.0,,100.0,4.75,,,,False,,,USD,35721000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Sensor Technology Topco, Inc. (dba Humanetics) | First lien senior secured loan | Non-Affiliated","Sensor Technology Topco, Inc. (dba Humanetics)","Sensor Technology Topco, Inc. (dba Humanetics)",First Lien,,,,89047000.0,89131000.0,89494000.0,,99.5,6.5,,,,False,,,USD,89047000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Sensor Technology Topco, Inc. (dba Humanetics) | First lien senior secured EUR term loan | Non-Affiliated","Sensor Technology Topco, Inc. (dba Humanetics)","Sensor Technology Topco, Inc. (dba Humanetics)",First Lien,,,,17448000.0,16388000.0,15338000.0,,113.76,6.75,,,,False,,,USD,17448000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Sensor Technology Topco, Inc. (dba Humanetics) | First lien senior secured revolving loan | Non-Affiliated","Sensor Technology Topco, Inc. (dba Humanetics)","Sensor Technology Topco, Inc. (dba Humanetics)",First Lien,,,,933000.0,944000.0,969000.0,,96.28,6.5,,,,False,,,USD,933000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Vensure Employer Services, Inc. | First lien senior secured loan | Non-Affiliated","Vensure Employer Services, Inc.","Vensure Employer Services, Inc.",First Lien,,,,2353000.0,2338000.0,2379000.0,,98.91,5.0,,,,False,,,USD,2353000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Galls, LLC | First lien senior secured loan | Non-Affiliated","Galls, LLC","Galls, LLC",First Lien,,,,156395000.0,154697000.0,156395000.0,,100.0,5.5,,,,False,,,USD,156395000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Milan Laser Holdings LLC | First lien senior secured loan | Non-Affiliated,Milan Laser Holdings LLC,Milan Laser Holdings LLC,First Lien,,,,62441000.0,62267000.0,62598000.0,,99.75,5.0,,,,False,,,USD,62441000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"The Shade Store, LLC | First lien senior secured loan | Non-Affiliated","The Shade Store, LLC","The Shade Store, LLC",First Lien,,,,14610000.0,19064000.0,23469000.0,,62.25,,,,6.0,True,,,USD,14610000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,EOS Finco S.A.R.L (dba Netceed) | First lien senior secured loan | Non-Affiliated,EOS Finco S.A.R.L (dba Netceed),EOS Finco S.A.R.L (dba Netceed),First Lien,,,,6218000.0,6264000.0,7537000.0,,82.5,5.0,,,,False,,,USD,6218000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,EOS Finco S.A.R.L (dba Netceed) | First lien senior secured delayed draw term loan | Non-Affiliated,EOS Finco S.A.R.L (dba Netceed),EOS Finco S.A.R.L (dba Netceed),First Lien,,,,624000.0,650000.0,603000.0,,103.48,6.25,,,,False,,,USD,624000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Reinstated NewCo S.À R.L. (dba Netceed) | First lien senior secured loan | Non-Affiliated,Reinstated NewCo S.À R.L. (dba Netceed),Reinstated NewCo S.À R.L. (dba Netceed),First Lien,,,,3188000.0,3383000.0,4490000.0,,71.0,,,,9.0,True,,,USD,3188000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Lightbeam Bidco, Inc. (dba Lazer Spot) | First lien senior secured loan | Non-Affiliated","Lightbeam Bidco, Inc. (dba Lazer Spot)","Lightbeam Bidco, Inc. (dba Lazer Spot)",First Lien,,,,4987000.0,5010000.0,5012000.0,,99.5,4.8,,,,False,,,USD,4987000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Lytx, Inc. | First lien senior secured loan | Non-Affiliated","Lytx, Inc.","Lytx, Inc.",First Lien,,,,61543000.0,61543000.0,61543000.0,,100.0,5.0,,,,False,,,USD,61543000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Space Exploration Technologies Corp. | Class A Common Stock | Non-Affiliated,Space Exploration Technologies Corp.,Space Exploration Technologies Corp.,Common Equity,,,,23906000.0,1754000.0,,139915.0,1362.94,,,,,False,,,USD,23906000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Amergin Asset Management, LLC | Specialty finance equity investment | Non-Affiliated","Amergin Asset Management, LLC","Amergin Asset Management, LLC",Equity,,,,2061000.0,382000.0,,50000000.0,539.53,,,,,False,,,USD,2061000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"CD&R Value Building Partners I, L.P. (dba Belron) | LP Interest | Non-Affiliated","CD&R Value Building Partners I, L.P. (dba Belron)","CD&R Value Building Partners I, L.P. (dba Belron)",LP Interest,,,,109354000.0,77227000.0,73986000.0,,141.6,,,,,False,,,USD,109354000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Percheron Horsepower-A LP (dba Big Brand Tire & Service) | LP Interest | Non-Affiliated,Percheron Horsepower-A LP (dba Big Brand Tire & Service),Percheron Horsepower-A LP (dba Big Brand Tire & Service),LP Interest,,,,15840000.0,12246000.0,,1509355.0,129.35,,,,,False,,,USD,15840000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Hercules Buyer, LLC (dba The Vincit Group) | Common Units | Non-Affiliated","Hercules Buyer, LLC (dba The Vincit Group)","Hercules Buyer, LLC (dba The Vincit Group)",Common Equity,,,,4004000.0,2728000.0,,2640000.0,146.77,,,,,False,,,USD,4004000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Knockout Intermediate Holdings I Inc. (dba Kaseya Inc.) | Perpetual Preferred Stock | Non-Affiliated,Knockout Intermediate Holdings I Inc. (dba Kaseya Inc.),Knockout Intermediate Holdings I Inc. (dba Kaseya Inc.),Preferred Equity,,,,10834000.0,18659000.0,,12600.0,58.06,,,,10.75,True,,,USD,10834000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,ASP Conair Holdings LP | Class A Units | Non-Affiliated,ASP Conair Holdings LP,ASP Conair Holdings LP,Common Equity,,,,1075000.0,6057000.0,,59712.0,17.75,,,,,False,,,USD,1075000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,TCB Holdings I LLC (dba TricorBraun) | Class A Preferred Units | Non-Affiliated,TCB Holdings,TCB Holdings,Preferred Equity,,,,47042000.0,51441000.0,,43500.0,91.45,,,,14.0,True,,,USD,47042000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Blend Labs, Inc. | Warrants | Non-Affiliated","Blend Labs, Inc.","Blend Labs, Inc.",Warrant,,,,2000.0,975000.0,,179529.0,0.21,,,,,False,,,USD,2000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Capital Integration Systems LLC (dba CAIS) | Class D Common Units | Non-Affiliated,Capital Integration Systems LLC (dba CAIS),Capital Integration Systems LLC (dba CAIS),Common Equity,,,,5000000.0,5000000.0,,6372.0,100.0,,,,,False,,,USD,5000000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Snowbird Manager LP | LP Interest | Non-Affiliated,Snowbird Manager LP,Snowbird Manager LP,LP Interest,,,,4345000.0,4225000.0,,786491.0,102.84,,,,,False,,,USD,4345000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Hissho Sushi Holdings, LLC | Class A Units | Non-Affiliated","Hissho Sushi Holdings, LLC","Hissho Sushi Holdings, LLC",Common Equity,,,,213000.0,129000.0,,15004.0,165.12,,,,,False,,,USD,213000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"KPCI Co-Invest 2, L.P. | Class A Units | Non-Affiliated","KPCI Co-Invest 2, L.P.","KPCI Co-Invest 2, L.P.",Common Equity,,,,8104000.0,8516000.0,,851604.0,95.16,,,,,False,,,USD,8104000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Maia Aggregator, LP | Class A-2 Units | Non-Affiliated","Maia Aggregator, LP","Maia Aggregator, LP",Common Equity,,,,333000.0,268000.0,,280899.0,124.25,,,,,False,,,USD,333000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Patriot Holdings SCSp (dba Corza Health, Inc.) | Class A Units | Non-Affiliated","Patriot Holdings SCSp (dba Corza Health, Inc.)","Patriot Holdings SCSp (dba Corza Health, Inc.)",Common Equity,,,,14618000.0,14595000.0,,9739.0,100.16,,,,8.0,True,,,USD,14618000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Patriot Holdings SCSp (dba Corza Health, Inc.) | Class B Units | Non-Affiliated","Patriot Holdings SCSp (dba Corza Health, Inc.)","Patriot Holdings SCSp (dba Corza Health, Inc.)",Common Equity,,,,1158000.0,266000.0,,134107.0,435.34,,,,,False,,,USD,1158000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Rhea Acquisition Holdings, LP | Series A-2 Units | Non-Affiliated","Rhea Acquisition Holdings, LP","Rhea Acquisition Holdings, LP",Common Equity,,,,228000.0,260000.0,,260435.0,87.69,,,,,False,,,USD,228000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Baypine Commander Co-Invest, LP | LP Interest | Non-Affiliated","Baypine Commander Co-Invest, LP","Baypine Commander Co-Invest, LP",LP Interest,,,,3214000.0,3086000.0,3068000.0,,104.76,,,,,False,,,USD,3214000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"KOBHG Holdings, L.P. (dba OB Hospitalist) | Class A Interests | Non-Affiliated","KOBHG Holdings, L.P. (dba OB Hospitalist)","KOBHG Holdings, L.P. (dba OB Hospitalist)",Common Equity,,,,13359000.0,9376000.0,,9687.0,142.48,,,,,False,,,USD,13359000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"KWOL Acquisition, Inc. (dba Worldwide Clinical Trials) | Class A Interest | Non-Affiliated","KWOL Acquisition, Inc. (dba Worldwide Clinical Trials)","KWOL Acquisition, Inc. (dba Worldwide Clinical Trials)",Equity,,,,7147000.0,5522000.0,,542.0,129.43,,,,,False,,,USD,7147000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Nova Women’s Health Partners Holdings, LP | Class A Units | Non-Affiliated","Nova Women’s Health Partners Holdings, LP","Nova Women’s Health Partners Holdings, LP",Common Equity,,,,1545000.0,1545000.0,,1188811.0,100.0,,,,,False,,,USD,1545000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Polar Investors LP (dba Dentalcorp) | Common equity | Non-Affiliated,Polar Investors LP (dba Dentalcorp),Polar Investors LP (dba Dentalcorp),Common Equity,,,,3409000.0,3409000.0,3409000.0,,100.0,,,,,False,,,USD,3409000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Romulus Intermediate Holdings 1 Inc. (dba PetVet Care Centers) | Series A  Preferred Stock | Non-Affiliated,Romulus Intermediate Holdings 1 Inc. (dba PetVet Care Centers),Romulus Intermediate Holdings 1 Inc. (dba PetVet Care Centers),Preferred Equity,,,,17073000.0,21402000.0,,17918.0,79.77,,,,15.0,True,,,USD,17073000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,XOMA Corporation | Warrants | Non-Affiliated,XOMA Corporation,XOMA Corporation,Warrant,,,,692000.0,269000.0,,36000.0,257.25,,,,,False,,,USD,692000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"BEHP Co-Investor II, L.P. | LP Interest | Non-Affiliated","BEHP Co-Investor II, L.P.","BEHP Co-Investor II, L.P.",LP Interest,,,,2543000.0,157000.0,1270000.0,,1619.75,,,,,False,,,USD,2543000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Minerva Holdco, Inc. | Senior A Preferred Stock | Non-Affiliated","Minerva Holdco, Inc.","Minerva Holdco, Inc.",Preferred Equity,,,,13904000.0,14228000.0,,9000.0,97.72,,,,10.75,True,,,USD,13904000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"ModMed Software Midco Holdings, Inc. (dba ModMed) | Series A Preferred Units | Non-Affiliated","ModMed Software Midco Holdings, Inc. (dba ModMed)","ModMed Software Midco Holdings, Inc. (dba ModMed)",Preferred Equity,,,,196000.0,192000.0,,170.0,102.08,,,,13.0,True,,,USD,196000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"WP Irving Co-Invest, L.P. | Partnership Units | Non-Affiliated","WP Irving Co-Invest, L.P.","WP Irving Co-Invest, L.P.",LP Interest,,,,2503000.0,719000.0,,1250000.0,348.12,,,,,False,,,USD,2503000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Rome Topco Holdings, LLC (dba SimpliSafe) | Class A Units | Non-Affiliated","Rome Topco Holdings, LLC (dba SimpliSafe)","Rome Topco Holdings, LLC (dba SimpliSafe)",Common Equity,,,,2028000.0,1955000.0,,1955.0,103.73,,,,,False,,,USD,2028000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Rome Topco Holdings, LLC (dba SimpliSafe) | Class B Units | Non-Affiliated","Rome Topco Holdings, LLC (dba SimpliSafe)","Rome Topco Holdings, LLC (dba SimpliSafe)",Common Equity,,,,169000.0,0.0,,1954656.0,,,,,,False,,,USD,169000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Sunshine Software Holdings, Inc. (dba Cornerstone OnDemand, Inc.) | Series A Preferred Stock | Non-Affiliated","Sunshine Software Holdings, Inc. (dba Cornerstone OnDemand, Inc.)","Sunshine Software Holdings, Inc. (dba Cornerstone OnDemand, Inc.)",Preferred Equity,,,,39846000.0,79645000.0,,51250.0,50.03,,,,10.5,True,,,USD,39846000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Valor Cl Blocker Feeder LP | LP Interest | Non-Affiliated,Valor Cl Blocker Feeder LP,Valor Cl Blocker Feeder LP,LP Interest,,,,4366000.0,4069000.0,4184000.0,,104.35,,,,,False,,,USD,4366000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,VCI Intermediate TopCo 1 LLC | Class B Units | Non-Affiliated,VCI Intermediate TopCo 1 LLC,VCI Intermediate TopCo 1 LLC,Common Equity,,,,4613000.0,4382000.0,4523000.0,,101.99,,,,,False,,,USD,4613000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Accelerate Topco Holdings, LLC | Common Units | Non-Affiliated","Accelerate Topco Holdings, LLC","Accelerate Topco Holdings, LLC",Common Equity,,,,255000.0,254000.0,,5641.0,100.39,,,,,False,,,USD,255000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Evolution Parent, LP (dba SIAA) | LP Interest | Non-Affiliated","Evolution Parent, LP (dba SIAA)","Evolution Parent, LP (dba SIAA)",LP Interest,,,,8900000.0,5279000.0,,51757.0,168.59,,,,,False,,,USD,8900000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"GoHealth, Inc. | Common stock | Non-Affiliated","GoHealth, Inc.","GoHealth, Inc.",Common Equity,,,,,186000.0,,33357.0,,,,,,False,,,USD,
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,GrowthCurve Capital Sunrise Co-Invest LP (dba Brightway) | LP Interest | Non-Affiliated,GrowthCurve Capital Sunrise Co-Invest LP (dba Brightway),GrowthCurve Capital Sunrise Co-Invest LP (dba Brightway),LP Interest,,,,1412000.0,1014000.0,,124940.0,139.25,,,,,False,,,USD,1412000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Hockey Parent Holdings, L.P. | Class A Common Units | Non-Affiliated","Hockey Parent Holdings, L.P.","Hockey Parent Holdings, L.P.",Common Equity,,,,22914000.0,18225000.0,,17500.0,125.73,,,,,False,,,USD,22914000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"PCF Holdco, LLC (dba Trucordia) | Warrants | Non-Affiliated","PCF Holdco, LLC (dba Trucordia)","PCF Holdco, LLC (dba Trucordia)",Warrant,,,,4474000.0,5437000.0,,1624016.0,82.29,,,,,False,,,USD,4474000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"PCF Holdco, LLC (dba Trucordia) | Preferred equity | Non-Affiliated","PCF Holdco, LLC (dba Trucordia)","PCF Holdco, LLC (dba Trucordia)",Preferred Equity,,,,30759000.0,26590000.0,,20983.0,115.68,,,,14.0,True,,,USD,30759000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"AlphaSense, LLC | Series E Preferred Shares | Non-Affiliated","AlphaSense, LLC","AlphaSense, LLC",Preferred Equity,,,,258000.0,153000.0,,16929.0,168.63,,,,,False,,,USD,258000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Bird Holding B.V. (fka MessageBird Holding B.V.) | Extended Series C Warrants | Non-Affiliated,Bird Holding B.V. (fka MessageBird Holding B.V.),Bird Holding B.V. (fka MessageBird Holding B.V.),Warrant,,,,168000.0,790000.0,,148430.0,21.27,,,,,False,,,USD,168000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Brooklyn Lender Co-Invest 2, L.P. (dba Boomi) | Common Units | Non-Affiliated","Brooklyn Lender Co-Invest 2, L.P. (dba Boomi)","Brooklyn Lender Co-Invest 2, L.P. (dba Boomi)",Common Equity,,,,14303000.0,10049000.0,,9233282.0,142.33,,,,,False,,,USD,14303000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Elliott Alto Co-Investor Aggregator L.P. | LP Interest | Non-Affiliated,Elliott Alto Co-Investor Aggregator L.P.,Elliott Alto Co-Investor Aggregator L.P.,LP Interest,,,,13742000.0,7542000.0,6007000.0,,182.21,,,,,False,,,USD,13742000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,GT Silver Co-Invest SCSp | LP Interest | Non-Affiliated,GT Silver Co-Invest SCSp,GT Silver Co-Invest SCSp,LP Interest,,,,1182000.0,1182000.0,1182000.0,,100.0,,,,,False,,,USD,1182000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Insight CP (Blocker) Holdings, L.P. (dba CivicPlus, LLC) | LP Interest | Non-Affiliated","Insight CP (Blocker) Holdings, L.P. (dba CivicPlus, LLC)","Insight CP (Blocker) Holdings, L.P. (dba CivicPlus, LLC)",LP Interest,,,,2065000.0,1817000.0,1709000.0,,120.83,,,,,False,,,USD,2065000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Nscale Global Holdings Limited | Preferred equity | Non-Affiliated,Nscale Global Holdings Limited,Nscale Global Holdings Limited,Preferred Equity,,,,6701000.0,5502000.0,,299760.0,121.79,,,,,False,,,USD,6701000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Nscale Global Holdings Limited | Series B Preferred Shares | Non-Affiliated,Nscale Global Holdings Limited,Nscale Global Holdings Limited,Preferred Equity,,,,9299000.0,3669000.0,,579420.0,253.45,,,,,False,,,USD,9299000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Project Alpine Co-Invest Fund, LP | LP Interest | Non-Affiliated","Project Alpine Co-Invest Fund, LP","Project Alpine Co-Invest Fund, LP",LP Interest,,,,13732000.0,12582000.0,12000000.0,,114.43,,,,,False,,,USD,13732000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Project Hotel California Co-Invest Fund, L.P. | LP Interest | Non-Affiliated","Project Hotel California Co-Invest Fund, L.P.","Project Hotel California Co-Invest Fund, L.P.",LP Interest,,,,4320000.0,4182000.0,4027000.0,,107.28,,,,,False,,,USD,4320000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Thunder Topco L.P. (dba Vector Solutions) | Common Units | Non-Affiliated,Thunder Topco L.P. (dba Vector Solutions),Thunder Topco L.P. (dba Vector Solutions),Common Equity,,,,6273000.0,6324000.0,,5968267.0,99.19,,,,,False,,,USD,6273000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"VEPF VIII Co-Invest 8-A, L.P. | LP Interest | Non-Affiliated","VEPF VIII Co-Invest 8-A, L.P.","VEPF VIII Co-Invest 8-A, L.P.",LP Interest,,,,982000.0,982000.0,982000.0,,100.0,,,,,False,,,USD,982000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"WMC Bidco, Inc. (dba West Monroe) | Senior Preferred Stock | Non-Affiliated","WMC Bidco, Inc. (dba West Monroe)","WMC Bidco, Inc. (dba West Monroe)",Preferred Equity,,,,81920000.0,82293000.0,,50077.0,99.55,,,,11.25,True,,,USD,81920000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"WP Silver Co-Invest, L.P. | LP Interest | Non-Affiliated","WP Silver Co-Invest, L.P.","WP Silver Co-Invest, L.P.",LP Interest,,,,1182000.0,1182000.0,1182000.0,,100.0,,,,,False,,,USD,1182000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Zoro TopCo, L.P. | Class A Common Units | Non-Affiliated","Zoro TopCo, L.P.","Zoro TopCo, L.P.",Common Equity,,,,8595000.0,10830000.0,,1064900.0,79.36,,,,,False,,,USD,8595000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Zoro TopCo, Inc. | Series A Preferred Equity | Non-Affiliated","Zoro TopCo, Inc.","Zoro TopCo, Inc.",Preferred Equity,,,,4704000.0,4770000.0,,3076.0,98.62,,,,9.5,True,,,USD,4704000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Gloves Holdings, LP (dba Protective Industrial Products) | LP Interest | Non-Affiliated","Gloves Holdings, LP (dba Protective Industrial Products)","Gloves Holdings, LP (dba Protective Industrial Products)",LP Interest,,,,7433000.0,5395000.0,,48099.0,137.78,,,,,False,,,USD,7433000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Windows Entities | LLC Units | Non-Affiliated,Windows Entities,Windows Entities,Equity,,,,138629000.0,60319000.0,,31844.0,229.83,,,,,False,,,USD,138629000.0
