bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Oxford Global Resources LLC | Commercial & Professional Services 2,Oxford Global Resources LLC,Oxford Global Resources LLC,,Commercial & Professional Services,,,6856278.170334478,6856278.170334478,6856278.170334478,,100.0,6.0,,,,False,,,USD,7600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PartsSource Inc | Health Care Equipment & Services 1,PartsSource Inc,PartsSource Inc,,Health Care Equipment & Services,,,2886853.9664566224,2886853.9664566224,2886853.9664566224,,100.0,5.8,,,,False,,,USD,3200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PartsSource Inc | Health Care Equipment & Services 2,PartsSource Inc,PartsSource Inc,,Health Care Equipment & Services,,,74156061.2633545,73795204.51754741,74156061.2633545,,100.0,5.8,,,,False,,,USD,82200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PartsSource Inc | Health Care Equipment & Services 3,PartsSource Inc,PartsSource Inc,,Health Care Equipment & Services,,,992356.050969464,992356.050969464,992356.050969464,,100.0,5.8,,,,False,,,USD,1100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PCI Pharma Services | Health Care Equipment & Services 1,PCI Pharma Services,PCI Pharma Services,,Health Care Equipment & Services,,,38341029.24200202,38611671.80135733,38792100.17426086,,98.84,5.0,,,,False,,,USD,42500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PCI Pharma Services | Health Care Equipment & Services 2,PCI Pharma Services,PCI Pharma Services,,Health Care Equipment & Services,,,24267616.155525982,24448044.528429523,24538258.71488129,,98.9,5.0,,,,False,,,USD,26900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PCI Pharma Services | Health Care Equipment & Services 3,PCI Pharma Services,PCI Pharma Services,,Health Care Equipment & Services,,,10374631.441953488,10555059.814857027,10555059.814857027,,98.29,5.0,,,,False,,,USD,11500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Pike Corp | Capital Goods 1,Pike Corp,Pike Corp,,Capital Goods,,,27154470.121982604,27605541.054241452,27605541.054241452,,98.37,4.5,,,0.0,False,,,USD,30100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Pike Corp | Capital Goods 2,Pike Corp,Pike Corp,,Capital Goods,,,5863922.119365014,5954136.305816784,6044350.492268553,,97.01,4.5,,,0.0,False,,,USD,6500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Pike Corp | Capital Goods 3,Pike Corp,Pike Corp,,Capital Goods,,,3969424.203877856,3969424.203877856,3969424.203877856,,100.0,4.5,,,,False,,,USD,4400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Premise Health Holding Corp | Health Care Equipment & Services 1,Premise Health Holding Corp,Premise Health Holding Corp,,Health Care Equipment & Services,,,6134564.678720322,6134564.678720322,6224778.865172092,,98.55,4.8,,,,False,,,USD,6800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Premise Health Holding Corp | Health Care Equipment & Services 2,Premise Health Holding Corp,Premise Health Holding Corp,,Health Care Equipment & Services,,,360856.7458070778,360856.7458070778,360856.7458070778,,100.0,4.8,,,,False,,,USD,400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Premise Health Holding Corp | Health Care Equipment & Services 3,Premise Health Holding Corp,Premise Health Holding Corp,,Health Care Equipment & Services,,,451070.9322588473,451070.9322588473,451070.9322588473,,100.0,4.8,,,,False,,,USD,500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Premise Health Holding Corp | Health Care Equipment & Services 4,Premise Health Holding Corp,Premise Health Holding Corp,,Health Care Equipment & Services,,,811927.678065925,811927.678065925,811927.678065925,,100.0,4.8,,,,False,,,USD,900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Production Resource Group LLC | Media & Entertainment,Production Resource Group LLC,Production Resource Group LLC,,Media & Entertainment,,,263425424.43916678,254133363.23463455,255757218.5907664,,103.0,7.5,,,,False,,,USD,292000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PROS Holdings Inc | Software & Services 1,PROS Holdings Inc,PROS Holdings Inc,,Software & Services,,,9652917.950339332,9833346.323242871,9833346.323242871,,98.17,4.8,,,0.0,False,,,USD,10700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PROS Holdings Inc | Software & Services 2,PROS Holdings Inc,PROS Holdings Inc,,Software & Services,,,1082570.2374212334,1172784.4238730029,1172784.4238730029,,92.31,4.8,,,,False,,,USD,1200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PSC Group | Transportation 1,PSC Group,PSC Group,,Transportation,,,1262998.6103247723,1262998.6103247723,1262998.6103247723,,100.0,5.3,,,,False,,,USD,1400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PSC Group | Transportation 2,PSC Group,PSC Group,,Transportation,,,17140695.425836194,17050481.239384428,17140695.425836194,,100.0,5.3,,,,False,,,USD,19000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PSC Group | Transportation 3,PSC Group,PSC Group,,Transportation,,,992356.050969464,992356.050969464,992356.050969464,,100.0,5.3,,,,False,,,USD,1100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,PSKW LLC (dba ConnectiveRx) | Health Care Equipment & Services,PSKW LLC (dba ConnectiveRx),PSKW LLC (dba ConnectiveRx),,Health Care Equipment & Services,,,91116328.31628715,91116328.31628715,91116328.31628715,,100.0,5.5,,,,False,,,USD,101000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Radwell International LLC | Capital Goods 1,Radwell International LLC,Radwell International LLC,,Capital Goods,,,112316662.13245296,112767733.06471181,112767733.06471181,,99.6,4.8,,,,False,,,USD,124500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Radwell International LLC | Capital Goods 2,Radwell International LLC,Radwell International LLC,,Capital Goods,,,1443426.9832283112,1443426.9832283112,1443426.9832283112,,100.0,4.8,,,,False,,,USD,1600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Radwell International LLC | Capital Goods 3,Radwell International LLC,Radwell International LLC,,Capital Goods,,,4781351.881943781,4781351.881943781,4781351.881943781,,100.0,4.8,,,,False,,,USD,5300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Railpros Inc | Commercial & Professional Services 1,Railpros Inc,Railpros Inc,,Commercial & Professional Services,,,2525997.2206495446,2525997.2206495446,2525997.2206495446,,100.0,4.3,,,,False,,,USD,2800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Railpros Inc | Commercial & Professional Services 2,Railpros Inc,Railpros Inc,,Commercial & Professional Services,,,541285.1187106167,541285.1187106167,541285.1187106167,,100.0,4.3,,,,False,,,USD,600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Railpros Inc | Commercial & Professional Services 3,Railpros Inc,Railpros Inc,,Commercial & Professional Services,,,360856.7458070778,360856.7458070778,360856.7458070778,,100.0,4.3,,,,False,,,USD,400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Reliant Rehab Hospital Cincinnati LLC | Health Care Equipment & Services 1,Reliant Rehab Hospital Cincinnati LLC,Reliant Rehab Hospital Cincinnati LLC,,Health Care Equipment & Services,,,38611671.80135733,38160600.86909848,38611671.80135733,,100.0,6.3,,,,False,,,USD,42800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Reliant Rehab Hospital Cincinnati LLC | Health Care Equipment & Services 2,Reliant Rehab Hospital Cincinnati LLC,Reliant Rehab Hospital Cincinnati LLC,,Health Care Equipment & Services,,,9652917.950339332,32747749.68199231,44836450.66652942,,21.53,6.3,,,0.0,False,,,USD,10700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Resa Power LLC | Commercial & Professional Services 1,Resa Power LLC,Resa Power LLC,,Commercial & Professional Services,,,63330358.889142156,62518431.21107623,62698859.58397977,,101.01,4.5,,,0.0,False,,,USD,70200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Resa Power LLC | Commercial & Professional Services 2,Resa Power LLC,Resa Power LLC,,Commercial & Professional Services,,,7758420.034852173,7758420.034852173,7758420.034852173,,100.0,4.5,,,,False,,,USD,8600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Resa Power LLC | Commercial & Professional Services 3,Resa Power LLC,Resa Power LLC,,Commercial & Professional Services,,,8931204.458725175,8840990.272273406,8840990.272273406,,101.02,4.5,,,,False,,,USD,9900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Revere Superior Holdings Inc | Software & Services 1,Revere Superior Holdings Inc,Revere Superior Holdings Inc,,Software & Services,,,37709529.93683963,37709529.93683963,38070386.68264671,,99.05,5.0,,,,False,,,USD,41800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Revere Superior Holdings Inc | Software & Services 2,Revere Superior Holdings Inc,Revere Superior Holdings Inc,,Software & Services,,,451070.9322588473,451070.9322588473,451070.9322588473,,100.0,5.0,,,,False,,,USD,500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Revere Superior Holdings Inc | Software & Services 3,Revere Superior Holdings Inc,Revere Superior Holdings Inc,,Software & Services,,,2977068.152908392,2977068.152908392,2977068.152908392,,100.0,5.0,,,,False,,,USD,3300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Rialto Capital Management LLC | Financial Services 1,Rialto Capital Management LLC,Rialto Capital Management LLC,,Financial Services,,,18313479.849709198,18042837.29035389,18133051.47680566,,101.0,4.8,,,,False,,,USD,20300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Rialto Capital Management LLC | Financial Services 2,Rialto Capital Management LLC,Rialto Capital Management LLC,,Financial Services,,,902141.8645176946,902141.8645176946,902141.8645176946,,100.0,4.8,,,,False,,,USD,1000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Rockefeller Capital Management LP | Financial Services 1,Rockefeller Capital Management LP,Rockefeller Capital Management LP,,Financial Services,,,22102475.680683516,22102475.680683516,22192689.867135286,,99.59,4.5,,,,False,,,USD,24500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Rockefeller Capital Management LP | Financial Services 2,Rockefeller Capital Management LP,Rockefeller Capital Management LP,,Financial Services,,,7848634.221303943,7938848.407755712,7938848.407755712,,98.86,4.5,,,,False,,,USD,8700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Safe-Guard Products International LLC | Financial Services 1,Safe-Guard Products International LLC,Safe-Guard Products International LLC,,Financial Services,,,35544389.46199717,35363961.089093626,35544389.46199717,,100.0,4.8,,,,False,,,USD,39400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Safe-Guard Products International LLC | Financial Services 2,Safe-Guard Products International LLC,Safe-Guard Products International LLC,,Financial Services,,,7938848.407755712,7938848.407755712,7938848.407755712,,100.0,4.8,,,,False,,,USD,8800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,SAMBA Safety Inc | Software & Services 1,SAMBA Safety Inc,SAMBA Safety Inc,,Software & Services,,,4149852.576781395,4240066.763233164,4240066.763233164,,97.87,4.8,,,0.0,False,,,USD,4600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,SAMBA Safety Inc | Software & Services 2,SAMBA Safety Inc,SAMBA Safety Inc,,Software & Services,,,0.0,0.0,0.0,,,4.8,,,,False,,,USD,0.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,SAMBA Safety Inc | Software & Services 3,SAMBA Safety Inc,SAMBA Safety Inc,,Software & Services,,,811927.678065925,811927.678065925,811927.678065925,,100.0,4.8,,,0.0,False,,,USD,900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,SAMBA Safety Inc | Software & Services 4,SAMBA Safety Inc,SAMBA Safety Inc,,Software & Services,,,541285.1187106167,541285.1187106167,541285.1187106167,,100.0,4.8,,,,False,,,USD,600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Express Inc | Commercial & Professional Services 1,Service Express Inc,Service Express Inc,,Commercial & Professional Services,,,55662153.04074175,56023009.78654883,56023009.78654883,,99.36,4.5,,,0.0,False,,,USD,61700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Express Inc | Commercial & Professional Services 2,Service Express Inc,Service Express Inc,,Commercial & Professional Services,,,29319610.59682507,29409824.78327684,29500038.96972861,,99.39,4.5,,,0.0,False,,,USD,32500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Express Inc | Commercial & Professional Services 3,Service Express Inc,Service Express Inc,,Commercial & Professional Services,,,9562703.763887562,9652917.950339332,9652917.950339332,,99.07,4.5,,,0.0,False,,,USD,10600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Express Inc | Commercial & Professional Services 4,Service Express Inc,Service Express Inc,,Commercial & Professional Services,,,12088700.984537106,12178915.170988876,12178915.170988876,,99.26,4.5,,,,False,,,USD,13400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Logic LLC | Commercial & Professional Services 1,Service Logic LLC,Service Logic LLC,,Commercial & Professional Services,,,25891471.511657834,26162114.07101314,26162114.07101314,,98.97,4.8,,,2.3,True,,,USD,28700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Logic LLC | Commercial & Professional Services 2,Service Logic LLC,Service Logic LLC,,Commercial & Professional Services,,,1082570.2374212334,1082570.2374212334,1082570.2374212334,,100.0,4.5,,,,False,,,USD,1200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Logic LLC | Commercial & Professional Services 3,Service Logic LLC,Service Logic LLC,,Commercial & Professional Services,,,7126920.729689786,7217134.916141557,7217134.916141557,,98.75,4.5,,,0.0,False,,,USD,7900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Logic LLC | Commercial & Professional Services 4,Service Logic LLC,Service Logic LLC,,Commercial & Professional Services,,,2525997.2206495446,2525997.2206495446,2525997.2206495446,,100.0,4.5,,,,False,,,USD,2800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Shaw Development LLC | Capital Goods,Shaw Development LLC,Shaw Development LLC,,Capital Goods,,,25169758.02004368,25259972.206495445,25440400.579398986,,98.94,6.0,,,,False,,,USD,27900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Source Code LLC | Software & Services,Source Code LLC,Source Code LLC,,Software & Services,,,46460306.02266127,46911376.95492011,47182019.514275424,,98.47,6.5,,,,False,,,USD,51500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sphera Solutions Inc | Software & Services 1,Sphera Solutions Inc,Sphera Solutions Inc,,Software & Services,,,6585635.61097917,6946492.356786247,6946492.356786247,,94.81,4.5,,,,False,,,USD,7300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sphera Solutions Inc | Software & Services 2,Sphera Solutions Inc,Sphera Solutions Inc,,Software & Services,,,811927.678065925,811927.678065925,811927.678065925,,100.0,4.5,,,,False,,,USD,900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sphera Solutions Inc | Software & Services 3,Sphera Solutions Inc,Sphera Solutions Inc,,Software & Services,,,5503065.373557936,5773707.932913245,5773707.932913245,,95.31,4.5,,,,False,,,USD,6100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sphera Solutions Inc | Software & Services 4,Sphera Solutions Inc,Sphera Solutions Inc,,Software & Services,,,2796639.780004853,2977068.152908392,2977068.152908392,,93.94,4.5,,,,False,,,USD,3100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sphera Solutions Inc | Software & Services 5,Sphera Solutions Inc,Sphera Solutions Inc,,Software & Services,,,17140695.425836194,18042837.29035389,18042837.29035389,,95.0,4.5,,,,False,,,USD,19000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spins LLC | Software & Services 1,Spins LLC,Spins LLC,,Software & Services,,,28958753.851017993,29139182.223921534,29139182.223921534,,99.38,4.8,,,,False,,,USD,32100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spins LLC | Software & Services 2,Spins LLC,Spins LLC,,Software & Services,,,6856278.170334478,6946492.356786247,6946492.356786247,,98.7,4.8,,,,False,,,USD,7600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spins LLC | Software & Services 3,Spins LLC,Spins LLC,,Software & Services,,,2796639.780004853,2886853.9664566224,2886853.9664566224,,96.88,4.8,,,,False,,,USD,3100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spotless Brands LLC | Consumer Services 1,Spotless Brands LLC,Spotless Brands LLC,,Consumer Services,,,27515326.867789682,27154470.121982604,27425112.68133791,,100.33,5.8,,,,False,,,USD,30500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spotless Brands LLC | Consumer Services 2,Spotless Brands LLC,Spotless Brands LLC,,Consumer Services,,,32026036.190378156,32026036.190378156,32026036.190378156,,100.0,5.5,,,,False,,,USD,35500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spotless Brands LLC | Consumer Services 3,Spotless Brands LLC,Spotless Brands LLC,,Consumer Services,,,1082570.2374212334,992356.050969464,1082570.2374212334,,100.0,5.0,,,,False,,,USD,1200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spotless Brands LLC | Consumer Services 4,Spotless Brands LLC,Spotless Brands LLC,,Consumer Services,,,4510709.322588473,4510709.322588473,4510709.322588473,,100.0,5.0,,,,False,,,USD,5000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,STV Group Inc | Capital Goods 1,STV Group Inc,STV Group Inc,,Capital Goods,,,8840990.272273406,8750776.085821636,8840990.272273406,,100.0,4.8,,,,False,,,USD,9800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,STV Group Inc | Capital Goods 2,STV Group Inc,STV Group Inc,,Capital Goods,,,7487777.475496865,7487777.475496865,7487777.475496865,,100.0,4.8,,,,False,,,USD,8300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,STV Group Inc | Capital Goods 3,STV Group Inc,STV Group Inc,,Capital Goods,,,10735488.187760565,10735488.187760565,10735488.187760565,,100.0,4.8,,,,False,,,USD,11900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Summit Interconnect Inc | Capital Goods,Summit Interconnect Inc,Summit Interconnect Inc,,Capital Goods,,,111143877.70857996,118451226.81117329,118992511.92988391,,93.4,6.0,,,,False,,,USD,123200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sweeping Corp of America LLC | Commercial & Professional Services 1,Sweeping Corp of America LLC,Sweeping Corp of America LLC,,Commercial & Professional Services,,,992356.050969464,721713.4916141556,992356.050969464,,100.0,5.8,,,,False,,,USD,1100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sweeping Corp of America LLC | Commercial & Professional Services 2,Sweeping Corp of America LLC,Sweeping Corp of America LLC,,Commercial & Professional Services,,,13892984.713572495,13622342.154217187,13892984.713572495,,100.0,5.8,,,,False,,,USD,15400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sweeping Corp of America LLC | Commercial & Professional Services 3,Sweeping Corp of America LLC,Sweeping Corp of America LLC,,Commercial & Professional Services,,,30492395.020698074,30492395.020698074,30492395.020698074,,100.0,5.8,,,,False,,,USD,33800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sweeping Corp of America LLC | Commercial & Professional Services 4,Sweeping Corp of America LLC,Sweeping Corp of America LLC,,Commercial & Professional Services,,,4059638.3903296255,4059638.3903296255,4059638.3903296255,,100.0,5.8,,,,False,,,USD,4500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Tangoe LLC | Software & Services 1,Tangoe LLC,Tangoe LLC,,Software & Services,,,122691293.57440646,150116406.25574437,150477263.00155145,,81.53,6.7,,,1.7,True,,,USD,136000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Tangoe LLC | Software & Services 2,Tangoe LLC,Tangoe LLC,,Software & Services,,,0.0,8029062.5942074815,22463332.426490594,,0.0,12.5,,,,False,,,USD,0.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Time Manufacturing Co | Capital Goods 1,Time Manufacturing Co,Time Manufacturing Co,,Capital Goods,,,34010748.292317085,40686598.089748025,41047454.8355551,,82.86,6.5,,,,False,,,USD,37700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Time Manufacturing Co | Capital Goods 2,Time Manufacturing Co,Time Manufacturing Co,,Capital Goods,,,7307349.102593326,8840990.272273406,8840990.272273406,,82.65,6.5,,,,False,,,USD,8100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Time Manufacturing Co | Capital Goods 3,Time Manufacturing Co,Time Manufacturing Co,,Capital Goods,,,11818058.425181799,13081057.03550657,12359343.543892415,,95.62,6.5,,,,False,,,USD,13100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Time Manufacturing Co | Capital Goods 4,Time Manufacturing Co,Time Manufacturing Co,,Capital Goods,,,0.0,0.0,0.0,,,6.5,,,,False,,,USD,0.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Time Manufacturing Co | Capital Goods 5,Time Manufacturing Co,Time Manufacturing Co,,Capital Goods,,,10464845.628405256,12629986.103247723,12629986.103247723,,82.86,6.5,,,,False,,,USD,11600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Trackunit ApS | Software & Services 1,Trackunit ApS,Trackunit ApS,,Software & Services,,,9652917.950339332,9923560.50969464,10013774.69614641,,96.4,5.0,,,0.0,False,,,USD,10700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Trackunit ApS | Software & Services 2,Trackunit ApS,Trackunit ApS,,Software & Services,,,19215621.714226894,19847121.01938928,19937335.20584105,,96.38,5.0,,,0.0,False,,,USD,21300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Turnpoint Services Inc | Capital Goods 1,Turnpoint Services Inc,Turnpoint Services Inc,,Capital Goods,,,541285.1187106167,541285.1187106167,541285.1187106167,,100.0,5.0,,,0.0,False,,,USD,600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Turnpoint Services Inc | Capital Goods 2,Turnpoint Services Inc,Turnpoint Services Inc,,Capital Goods,,,7397563.289045095,7487777.475496865,7577991.661948634,,97.62,5.5,,,2.8,True,,,USD,8200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Turnpoint Services Inc | Capital Goods 3,Turnpoint Services Inc,Turnpoint Services Inc,,Capital Goods,,,811927.678065925,811927.678065925,811927.678065925,,100.0,5.0,,,0.0,False,,,USD,900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Turnpoint Services Inc | Capital Goods 4,Turnpoint Services Inc,Turnpoint Services Inc,,Capital Goods,,,2255354.6612942363,2255354.6612942363,2255354.6612942363,,100.0,5.0,,,0.0,False,,,USD,2500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Ultra Electronics Holdings Ltd | Capital Goods,Ultra Electronics Holdings Ltd,Ultra Electronics Holdings Ltd,,Capital Goods,,,1172784.4238730029,1172784.4238730029,1172784.4238730029,,100.0,3.8,,,,False,,,USD,1300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,USIC Holdings Inc | Commercial & Professional Services 1,USIC Holdings Inc,USIC Holdings Inc,,Commercial & Professional Services,,,55391510.481386445,54038297.684609905,54308940.24396521,,101.99,5.5,,,,False,,,USD,61400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,USIC Holdings Inc | Commercial & Professional Services 2,USIC Holdings Inc,USIC Holdings Inc,,Commercial & Professional Services,,,7758420.034852173,7758420.034852173,7758420.034852173,,100.0,5.3,,,,False,,,USD,8600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,USIC Holdings Inc | Commercial & Professional Services 3,USIC Holdings Inc,USIC Holdings Inc,,Commercial & Professional Services,,,992356.050969464,992356.050969464,992356.050969464,,100.0,5.5,,,,False,,,USD,1100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,USIC Holdings Inc | Commercial & Professional Services 4,USIC Holdings Inc,USIC Holdings Inc,,Commercial & Professional Services,,,1172784.4238730029,1172784.4238730029,1172784.4238730029,,100.0,5.3,,,,False,,,USD,1300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Veriforce LLC | Software & Services 1,Veriforce LLC,Veriforce LLC,,Software & Services,,,2345568.8477460057,2345568.8477460057,2345568.8477460057,,100.0,4.8,,,,False,,,USD,2600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Veriforce LLC | Software & Services 2,Veriforce LLC,Veriforce LLC,,Software & Services,,,1804283.7290353891,1894497.9154871586,1894497.9154871586,,95.24,4.8,,,,False,,,USD,2000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Veriforce LLC | Software & Services 3,Veriforce LLC,Veriforce LLC,,Software & Services,,,3337924.8987154695,3337924.8987154695,3337924.8987154695,,100.0,4.8,,,,False,,,USD,3700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Vermont Information Processing Inc | Software & Services 1,Vermont Information Processing Inc,Vermont Information Processing Inc,,Software & Services,,,7307349.102593326,7487777.475496865,7487777.475496865,,97.59,4.8,,,0.0,False,,,USD,8100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Vermont Information Processing Inc | Software & Services 2,Vermont Information Processing Inc,Vermont Information Processing Inc,,Software & Services,,,8480133.526466329,8660561.899369868,8660561.899369868,,97.92,4.8,,,0.0,False,,,USD,9400000.0
